name,n_elements,mean_atomic_number,mean_atomic_mass,mean_electronegativity,mean_ionization_energy,mean_electron_affinity,mean_covalent_radius,mean_vdw_radius,mean_boiling_point,mean_melting_point,mean_density
hMOF-14332,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-14333,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-14334,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-14335,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-14336,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-14337,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-14338,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-14339,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-1434,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-14340,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-14341,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-14342,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-14343,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-14344,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-14345,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-14346,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-14347,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-14348,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-14349,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-1435,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-14350,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-14351,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-14352,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-14353,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-14354,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-14355,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-14356,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-14357,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-14358,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-14359,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-1436,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-14360,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-14361,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-14362,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-14363,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-14364,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-14365,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-14366,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-14367,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-14368,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-14369,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-1437,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-14370,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-14371,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-14372,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-14373,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-14374,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-14375,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-14376,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-14377,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-14378,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-14379,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-1438,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-14380,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-14381,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-14382,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-14383,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-14384,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-14385,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-14386,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-14387,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-14388,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-14389,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-1439,5,10.8,22.6792,2.764,13.0586,1.3758,70.4,145.6,1094.702,927.516,1.880844
hMOF-14390,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-14391,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-14392,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-14393,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-14394,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-14395,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-14396,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-14397,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-14398,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-14399,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-144,5,12.4,25.9702,2.6,12.1676,1.4182,79.4,151.2,1125.518,951.13,1.881146
hMOF-1440,5,10.8,22.6792,2.764,13.0586,1.3758,70.4,145.6,1094.702,927.516,1.880844
hMOF-14400,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-14401,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-14402,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-14403,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-14404,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-14405,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-14406,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-14407,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-14408,5,10.8,22.6792,2.764,13.0586,1.3758,70.4,145.6,1094.702,927.516,1.880844
hMOF-14409,5,10.8,22.6792,2.764,13.0586,1.3758,70.4,145.6,1094.702,927.516,1.880844
hMOF-1441,5,10.8,22.6792,2.764,13.0586,1.3758,70.4,145.6,1094.702,927.516,1.880844
hMOF-14410,5,10.8,22.6792,2.764,13.0586,1.3758,70.4,145.6,1094.702,927.516,1.880844
hMOF-14411,5,10.8,22.6792,2.764,13.0586,1.3758,70.4,145.6,1094.702,927.516,1.880844
hMOF-14412,5,10.8,22.6792,2.764,13.0586,1.3758,70.4,145.6,1094.702,927.516,1.880844
hMOF-14413,5,10.8,22.6792,2.764,13.0586,1.3758,70.4,145.6,1094.702,927.516,1.880844
hMOF-14414,5,10.8,22.6792,2.764,13.0586,1.3758,70.4,145.6,1094.702,927.516,1.880844
hMOF-14415,5,10.8,22.6792,2.764,13.0586,1.3758,70.4,145.6,1094.702,927.516,1.880844
hMOF-14416,5,10.8,22.6792,2.764,13.0586,1.3758,70.4,145.6,1094.702,927.516,1.880844
hMOF-14417,5,10.8,22.6792,2.764,13.0586,1.3758,70.4,145.6,1094.702,927.516,1.880844
hMOF-14418,5,10.8,22.6792,2.764,13.0586,1.3758,70.4,145.6,1094.702,927.516,1.880844
hMOF-14419,5,10.8,22.6792,2.764,13.0586,1.3758,70.4,145.6,1094.702,927.516,1.880844
hMOF-1442,5,10.8,22.6792,2.764,13.0586,1.3758,70.4,145.6,1094.702,927.516,1.880844
hMOF-14420,5,10.8,22.6792,2.764,13.0586,1.3758,70.4,145.6,1094.702,927.516,1.880844
hMOF-14421,5,10.8,22.6792,2.764,13.0586,1.3758,70.4,145.6,1094.702,927.516,1.880844
hMOF-14422,5,10.8,22.6792,2.764,13.0586,1.3758,70.4,145.6,1094.702,927.516,1.880844
hMOF-14423,5,10.8,22.6792,2.764,13.0586,1.3758,70.4,145.6,1094.702,927.516,1.880844
hMOF-14424,5,10.8,22.6792,2.764,13.0586,1.3758,70.4,145.6,1094.702,927.516,1.880844
hMOF-14425,5,12.4,25.9702,2.6,12.1676,1.4182,79.4,151.2,1125.518,951.13,1.881146
hMOF-14426,5,12.4,25.9702,2.6,12.1676,1.4182,79.4,151.2,1125.518,951.13,1.881146
hMOF-14427,5,12.4,25.9702,2.6,12.1676,1.4182,79.4,151.2,1125.518,951.13,1.881146
hMOF-14428,5,12.4,25.9702,2.6,12.1676,1.4182,79.4,151.2,1125.518,951.13,1.881146
hMOF-14429,5,12.4,25.9702,2.6,12.1676,1.4182,79.4,151.2,1125.518,951.13,1.881146
hMOF-1443,5,10.8,22.6792,2.764,13.0586,1.3758,70.4,145.6,1094.702,927.516,1.880844
hMOF-14430,5,12.4,25.9702,2.6,12.1676,1.4182,79.4,151.2,1125.518,951.13,1.881146
hMOF-14431,5,12.4,25.9702,2.6,12.1676,1.4182,79.4,151.2,1125.518,951.13,1.881146
hMOF-14432,5,12.4,25.9702,2.6,12.1676,1.4182,79.4,151.2,1125.518,951.13,1.881146
hMOF-14433,5,12.4,25.9702,2.6,12.1676,1.4182,79.4,151.2,1125.518,951.13,1.881146
hMOF-14434,5,12.4,25.9702,2.6,12.1676,1.4182,79.4,151.2,1125.518,951.13,1.881146
hMOF-14435,5,12.4,25.9702,2.6,12.1676,1.4182,79.4,151.2,1125.518,951.13,1.881146
hMOF-14436,5,12.4,25.9702,2.6,12.1676,1.4182,79.4,151.2,1125.518,951.13,1.881146
hMOF-14437,5,12.4,25.9702,2.6,12.1676,1.4182,79.4,151.2,1125.518,951.13,1.881146
hMOF-14438,5,12.4,25.9702,2.6,12.1676,1.4182,79.4,151.2,1125.518,951.13,1.881146
hMOF-14439,5,12.4,25.9702,2.6,12.1676,1.4182,79.4,151.2,1125.518,951.13,1.881146
hMOF-1444,5,10.8,22.6792,2.764,13.0586,1.3758,70.4,145.6,1094.702,927.516,1.880844
hMOF-14440,5,16.0,34.8604,2.56,11.9368,1.3684,83.0,153.2,1144.096,969.97,2.504904
hMOF-14441,5,16.0,34.8604,2.56,11.9368,1.3684,83.0,153.2,1144.096,969.97,2.504904
hMOF-14442,5,16.0,34.8604,2.56,11.9368,1.3684,83.0,153.2,1144.096,969.97,2.504904
hMOF-14443,5,16.0,34.8604,2.56,11.9368,1.3684,83.0,153.2,1144.096,969.97,2.504904
hMOF-14444,5,16.0,34.8604,2.56,11.9368,1.3684,83.0,153.2,1144.096,969.97,2.504904
hMOF-14445,5,16.0,34.8604,2.56,11.9368,1.3684,83.0,153.2,1144.096,969.97,2.504904
hMOF-14446,5,16.0,34.8604,2.56,11.9368,1.3684,83.0,153.2,1144.096,969.97,2.504904
hMOF-14447,5,16.0,34.8604,2.56,11.9368,1.3684,83.0,153.2,1144.096,969.97,2.504904
hMOF-14448,5,16.0,34.8604,2.56,11.9368,1.3684,83.0,153.2,1144.096,969.97,2.504904
hMOF-14449,5,16.0,34.8604,2.56,11.9368,1.3684,83.0,153.2,1144.096,969.97,2.504904
hMOF-1445,5,10.8,22.6792,2.764,13.0586,1.3758,70.4,145.6,1094.702,927.516,1.880844
hMOF-14450,5,16.0,34.8604,2.56,11.9368,1.3684,83.0,153.2,1144.096,969.97,2.504904
hMOF-14451,5,16.0,34.8604,2.56,11.9368,1.3684,83.0,153.2,1144.096,969.97,2.504904
hMOF-14452,5,16.0,34.8604,2.56,11.9368,1.3684,83.0,153.2,1144.096,969.97,2.504904
hMOF-14453,5,16.0,34.8604,2.56,11.9368,1.3684,83.0,153.2,1144.096,969.97,2.504904
hMOF-14454,5,16.0,34.8604,2.56,11.9368,1.3684,83.0,153.2,1144.096,969.97,2.504904
hMOF-14455,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-14456,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-14457,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-14458,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-14459,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-1446,5,10.8,22.6792,2.764,13.0586,1.3758,70.4,145.6,1094.702,927.516,1.880844
hMOF-14460,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-14461,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-14462,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-14463,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-14464,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-14465,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-14466,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-14467,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-14468,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-14469,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-1447,5,10.8,22.6792,2.764,13.0586,1.3758,70.4,145.6,1094.702,927.516,1.880844
hMOF-14470,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-14471,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-14472,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-14473,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-14474,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-14475,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-14476,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-14477,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-14478,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-14479,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-1448,5,10.8,22.6792,2.764,13.0586,1.3758,70.4,145.6,1094.702,927.516,1.880844
hMOF-14480,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-14481,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-14482,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-14483,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-14484,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-14485,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-14486,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-14487,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-14488,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-14489,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-1449,5,10.8,22.6792,2.764,13.0586,1.3758,70.4,145.6,1094.702,927.516,1.880844
hMOF-14490,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-14491,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-14492,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-14493,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-14494,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-14495,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-14496,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-14497,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-14498,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-14499,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-145,5,12.4,25.9702,2.6,12.1676,1.4182,79.4,151.2,1125.518,951.13,1.881146
hMOF-1450,5,10.8,22.6792,2.764,13.0586,1.3758,70.4,145.6,1094.702,927.516,1.880844
hMOF-14500,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-14501,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-14502,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-14503,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-14504,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-14505,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-14506,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-14507,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-14508,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-14509,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-1451,5,10.8,22.6792,2.764,13.0586,1.3758,70.4,145.6,1094.702,927.516,1.880844
hMOF-14510,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-14511,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-14512,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-14513,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-14514,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-14515,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-14516,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-14517,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-14518,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-14519,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-1452,5,10.8,22.6792,2.764,13.0586,1.3758,70.4,145.6,1094.702,927.516,1.880844
hMOF-14520,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-14521,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-14522,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-14523,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-14524,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-14525,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-14526,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-14527,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-14528,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-14529,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-1453,5,10.8,22.6792,2.764,13.0586,1.3758,70.4,145.6,1094.702,927.516,1.880844
hMOF-14530,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-14531,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-14532,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-14533,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-14534,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-14535,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-14536,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-14537,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-14538,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-14539,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-1454,5,10.8,22.6792,2.764,13.0586,1.3758,70.4,145.6,1094.702,927.516,1.880844
hMOF-14540,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-14541,4,11.25,23.5995,2.46,11.9675,0.8695,73.75,145.25,1347.12,1146.0125,2.35063
hMOF-14542,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-14543,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-14544,5,10.4,21.681,2.576,12.4808,0.6816,73.2,147.2,1093.168,929.44,1.880754
hMOF-14545,6,10.166667,21.233833,2.81,13.3045,1.1348333,70.5,147.16667,925.145,783.455,1.5675783
hMOF-14546,6,10.166667,21.233833,2.81,13.3045,1.1348333,70.5,147.16667,925.145,783.455,1.5675783
hMOF-14547,6,10.166667,21.233833,2.81,13.3045,1.1348333,70.5,147.16667,925.145,783.455,1.5675783
hMOF-14548,6,10.166667,21.233833,2.81,13.3045,1.1348333,70.5,147.16667,925.145,783.455,1.5675783
hMOF-14549,6,10.166667,21.233833,2.81,13.3045,1.1348333,70.5,147.16667,925.145,783.455,1.5675783
hMOF-1455,5,12.4,25.9702,2.6,12.1676,1.4182,79.4,151.2,1125.518,951.13,1.881146
hMOF-14550,6,10.166667,21.233833,2.81,13.3045,1.1348333,70.5,147.16667,925.145,783.455,1.5675783
hMOF-14551,6,10.166667,21.233833,2.81,13.3045,1.1348333,70.5,147.16667,925.145,783.455,1.5675783
hMOF-14552,6,10.166667,21.233833,2.81,13.3045,1.1348333,70.5,147.16667,925.145,783.455,1.5675783
hMOF-14553,6,10.166667,21.233833,2.81,13.3045,1.1348333,70.5,147.16667,925.145,783.455,1.5675783
hMOF-14554,6,10.166667,21.233833,2.81,13.3045,1.1348333,70.5,147.16667,925.145,783.455,1.5675783
hMOF-14555,6,10.166667,21.233833,2.81,13.3045,1.1348333,70.5,147.16667,925.145,783.455,1.5675783
