filename,LCD,PLD,LFPD,cm3_g,ASA_m2_cm3,ASA_m2_g,NASA_m2_cm3,NASA_m2_g,AV_VF,AV_cm3_g,NAV_cm3_g,All_Metals,Has_OMS,Open_Metal_Sites,Extension,FSR_overlap,from_CSD,public,DISORDER,CSD_overlap_inCoRE,CSD_of_WoS_inCoRE,CSD_overlap_inCCDC,date_CSD,DOI_public,Note,Matched_CSD_of_CoRE,Possible_List_CSD_of_CoRE,dataset
YAPLUY_clean,7.79113,6.77532,7.7776,0.987389,1670.12,1691.45,5.68352,5.75611,0.6296,0.637641,0.0,Cu,Yes,Cu,clean,Y,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
YATWAU_clean,10.70688,9.04659,10.70688,0.923872,1892.37,2048.31,0.0,0.0,0.6612,0.715683,0.0,Ni,No, ,clean,N,Y,Y,DISORDER,N,,,,,,,,CoRE-MOF-2019-ASR
EQERIC_clean,5.65308,5.10575,5.50654,1.08357,1441.7,1330.51,0.0,0.0,0.5522,0.509612,0.0,Co,No, ,clean,Y,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
DIVNIH_clean,3.98267,3.31275,3.98267,2.37912,325.436,136.788,0.0,0.0,0.4552,0.191331,0.0,Nd,No, ,clean,Y,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
MUNPER_clean,7.09681,5.52234,7.09517,0.917986,1955.18,2129.86,0.0,0.0,0.6202,0.675609,0.0,Zn,No, ,clean,Y,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
YUMKAU_clean,9.79433,6.58571,9.76919,1.05716,1773.48,1677.58,0.0,0.0,0.674,0.637556,0.0,Cd,Yes,Cd,clean,N,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
HUHNIJ_clean,6.23729,5.3405,6.23046,1.03071,1170.03,1135.17,0.0,0.0,0.5464,0.530122,0.0,"Cd,Ti",Yes,"Cd,Ti",clean,Y,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
KAHYUP_clean,8.96058,4.23716,8.87271,1.11708,2278.94,2040.08,0.0,0.0,0.7126,0.637912,0.0,Dy,Yes,Dy,clean,Y,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
RAHBUZ_clean,6.80616,5.48586,6.79539,1.14478,1985.3,1734.22,0.0,0.0,0.6386,0.557835,0.0,Zn,Yes,Zn,clean,N,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
XAZGAG_charged,5.71825,5.05813,5.70025,2.0699,460.384,222.419,0.0,0.0,0.4028,0.194599,0.0,Ag,Yes,Ag,charged,N,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
c5dt02651b_c5dt02651b2_clean,11.24702,10.84395,11.24702,1.63261,1033.92,633.289,0.0,0.0,0.5074,0.31079,0.0,Co,No, ,clean,Y,N,Y,DISORDER,N,,Y,07/07/2015,10.1039/c5dt02651b,"1 SI, 1 Structure",WUZBUQ,,CoRE-MOF-2019-ASR
JUFREJ_clean,6.336,6.00289,6.33424,2.30777,537.799,233.038,0.0,0.0,0.3782,0.163881,0.0,Gd,Yes,Gd,clean,Y,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
ETEPID_clean,6.17672,3.95395,5.87594,1.10537,1278.33,1156.47,289.636,262.025,0.5518,0.499197,0.0,Rb,Yes,Rb,clean,Y,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
GASSUR_clean,7.13166,6.36797,7.11779,1.0643,1692.45,1590.2,0.0,0.0,0.616,0.578785,0.0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
MOXDOT_charged,6.77584,4.90421,6.76317,0.994946,1162.28,1168.18,0.0,0.0,0.5484,0.551186,0.0,Co,No, ,charged,Y,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
EBAVUB_clean,5.15491,3.70129,5.14806,1.1957,1007.34,842.47,0.0,0.0,0.4888,0.408797,0.0,Ni,Yes,Ni,clean,N,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
LAPLOG01_clean,7.44943,3.74948,7.03981,1.25035,2000.55,1600.0,0.0,0.0,0.6388,0.510899,0.0,In,No, ,clean,Y,Y,Y,DISORDER,N,,,,,,,,CoRE-MOF-2019-ASR
TUVDIX_clean,7.2691,3.21232,7.26262,1.4641,0.0,0.0,687.25,469.401,0.5046,0.344649,0.0,"Pr,Mn",Yes,Mn,clean,Y,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
OKIPOO_clean,5.15858,2.8039,5.14896,1.3218,0.0,0.0,376.304,284.69,0.4252,0.321682,0.0,Co,Yes,Co,clean,Y,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
NIMQAD_clean,18.5968,6.64733,18.5968,0.654728,2081.74,3179.55,0.0,0.0,0.7738,1.18187,0.0,Cu,Yes,Cu,clean,Y,Y,Y,DISORDER,N,,,,,,,,CoRE-MOF-2019-ASR
OKIKAV_charged,4.97826,4.06942,4.94845,1.10853,1482.04,1336.94,1.08056,0.974766,0.572,0.515998,0.0,Ag,Yes,Ag,charged,Y,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
VEMMAC_clean,7.0981,6.10195,7.04022,0.882251,2276.97,2580.86,0.0,0.0,0.6758,0.765995,0.0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
YAVSOG_clean,5.27147,3.77137,4.73746,1.58778,810.938,510.737,0.0,0.0,0.471,0.296641,0.0,Ce,No, ,clean,N,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
BEPRIZ_clean,10.21454,6.03558,10.21454,0.764371,2087.31,2730.76,0.0,0.0,0.673,0.880463,0.0,Co,No, ,clean,Y,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
QITMUC_clean,3.41421,2.59295,3.41102,2.08909,0.0,0.0,5.6634,2.71095,0.3882,0.185823,0.0,Eu,Yes,Eu,clean,N,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
VUGXIG_clean,7.98476,6.4639,7.95078,1.05743,1260.94,1192.45,76.2558,72.1141,0.574,0.542824,0.0,Nd,No, ,clean,N,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
EWETOR_clean,15.04309,5.72722,15.04309,1.10864,2523.05,2275.81,0.0,0.0,0.7384,0.666041,0.0,"Re,Zr",No, ,clean,Y,Y,Y,DISORDER,N,,,,,,,,CoRE-MOF-2019-ASR
LACYIA_clean,13.94656,10.8971,13.94656,0.785099,1996.38,2542.84,0.0,0.0,0.6776,0.863076,0.0,"Pr,Na,Zn",Yes,"Na,Zn",clean,Y,Y,Y,DISORDER,N,,,,,,,,CoRE-MOF-2019-ASR
KIJPUQ_clean,4.83597,4.0538,4.82906,1.04226,1795.93,1723.11,0.0,0.0,0.619,0.593902,0.0,Cd,Yes,Cd,clean,Y,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
WOJZIG_clean,6.32968,4.348,6.32927,1.20953,2082.36,1721.62,0.0,0.0,0.5984,0.494736,0.0,Eu,Yes,Eu,clean,N,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
ja905009e_si_002_clean,7.4254,5.9743,7.38064,1.40157,2795.33,1994.43,0.066678,0.0475737,0.7066,0.504148,0.0,"Mo,Zn",Yes,"Mo,Zn",clean,Y,N,Y,,Y,CUHNID,Y,11/12/2009,10.1021/ja905009e,"1 SI, 1 Structure",CUHNID,,CoRE-MOF-2019-ASR
APAZAU_clean,6.57194,4.51844,6.57194,0.970314,2263.88,2333.14,0.0,0.0,0.6264,0.645564,0.0,Eu,Yes,Eu,clean,Y,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
UMOBEF06_clean,9.73892,6.12776,9.73892,0.704912,2451.84,3478.22,0.0,0.0,0.7064,1.00211,0.0,Cu,Yes,Cu,clean,N,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
KULMIO_clean,10.57198,7.14585,10.53592,0.841409,2400.42,2852.86,0.0,0.0,0.7074,0.840732,0.0,Zn,Yes,Zn,clean,Y,Y,Y,DISORDER,N,,,,,,,,CoRE-MOF-2019-ASR
ZIWLUO_clean,7.47107,4.53903,7.43631,1.09467,1585.65,1448.51,0.0,0.0,0.5836,0.533128,0.0,Zn,Yes,Zn,clean,N,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
MARNOL_clean,5.81104,3.45148,5.7898,1.22228,1232.48,1008.35,0.0,0.0,0.5482,0.448508,0.0,Co,Yes,Co,clean,Y,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
c6ce00407e_c6ce00407e9_clean,13.32178,10.04301,13.32178,0.313342,1952.24,6230.37,0.0,0.0,0.8528,2.72162,0.0,Cu,Yes,Cu,clean,Y,N,Y,,N,,N,,,,,,CoRE-MOF-2019-ASR
BINMIW_clean,11.24986,10.49756,11.228,1.06367,1248.28,1173.56,0.0,0.0,0.5962,0.560513,0.0,Zn,Yes,Zn,clean,Y,Y,Y,DISORDER,N,,,,,,,,CoRE-MOF-2019-ASR
FIQYOU_clean,4.72303,3.65899,4.72303,1.75011,750.863,429.037,0.0,0.0,0.4464,0.255069,0.0,Fe,No, ,clean,Y,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
EMUVAL_clean,4.91536,3.20327,4.9116,1.59615,0.0,0.0,1110.5,695.735,0.5334,0.33418,0.0,Sm,No, ,clean,Y,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
CIGFAB_clean,5.06435,3.71465,5.06435,1.72692,240.436,139.228,509.807,295.211,0.5158,0.298682,0.0,Tb,Yes,Tb,clean,N,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
BARZIE_clean,7.74818,2.59314,7.74818,1.44336,0.0,0.0,484.289,335.528,0.3822,0.264798,0.0,Co,No, ,clean,Y,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
XIPBOO_clean,7.07028,3.0369,7.07001,1.58944,0.0,0.0,593.436,373.361,0.489,0.307655,0.0,"Gd,Co",Yes,Co,clean,Y,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
DALSAN_clean,3.95914,2.93827,3.92876,1.5874,0.0,0.0,248.795,156.731,0.5068,0.319265,0.0,Fe,No, ,clean,Y,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
OPAMOI_clean,4.34496,3.46478,4.34496,1.66467,999.374,600.345,0.0,0.0,0.5336,0.320544,0.0,"V,Co",Yes,"V,Co",clean,Y,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
KUYPIF_clean,5.29478,4.2566,5.29396,1.44591,1143.68,790.98,0.0,0.0,0.5108,0.353273,0.0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
XAGCIS02_clean,5.5362,2.63267,5.3168,1.77126,0.0,0.0,807.725,456.017,0.4408,0.248862,0.0,Co,Yes,Co,clean,N,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
NAVLIG_clean,4.05904,3.742,4.05904,1.16225,487.528,419.471,0.0,0.0,0.474,0.407831,0.0,Cu,No, ,clean,Y,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
KAKCEH01_clean,8.87027,8.43287,8.86098,1.05825,1407.83,1330.34,0.0,0.0,0.5852,0.55299,0.0,Ba,No, ,clean,Y,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
ZOMSOL_clean,4.27205,2.56646,4.25666,1.55444,0.0,0.0,313.17,201.468,0.4614,0.296827,0.0,Cd,Yes,Cd,clean,N,Y,Y,DISORDER,N,,,,,,,,CoRE-MOF-2019-ASR
GIWCOF_ion_b,6.18603,4.18536,6.1755,1.09485,1872.24,1710.03,0.0,0.0,0.5864,0.535596,0.0,"In,Ag",Yes,Ag,ion_b,Y,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
UMODEH20_clean,9.81757,5.20485,6.37863,0.582326,2920.59,5015.39,0.0,0.0,0.7482,1.28485,0.0,Cu,Yes,Cu,clean,N,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
c5ce00862j_c5ce00862j2_clean,7.29772,5.9904,7.16104,1.02623,1329.56,1295.58,0.0,0.0,0.5566,0.542374,0.0,Zn,No, ,clean,Y,N,Y,,Y,DUJDAP,Y,30/03/2015,10.1039/c5ce00862j,"1 SI, 3 Structure",DUJDAP,DUHXIP,CoRE-MOF-2019-ASR
AVESOL_clean,5.87217,4.28231,5.84929,0.954537,2386.36,2500.02,0.0,0.0,0.6616,0.693111,0.0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
IJANEN_clean,4.00127,2.88482,3.98564,1.41537,0.0,0.0,342.685,242.117,0.4544,0.321047,0.0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
BADHIA_clean,4.01973,3.00401,3.79822,1.23442,0.0,0.0,175.187,141.918,0.5186,0.420115,0.0,Sc,No, ,clean,Y,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
MUHQAI_clean,3.31718,3.02376,3.30398,1.77339,0.0,0.0,0.0814209,0.0459126,0.3606,0.203339,0.0,Cd,Yes,Cd,clean,Y,Y,Y,DISORDER,N,,,,,,,,CoRE-MOF-2019-ASR
PEJMUO_clean,13.35641,7.95242,13.35641,1.19591,2105.7,1760.75,0.0,0.0,0.7508,0.627806,0.0,Cu,Yes,Cu,clean,Y,Y,Y,DISORDER,N,,,,,,,,CoRE-MOF-2019-ASR
WEYQAU12_clean,4.40257,3.44728,4.36821,1.18614,1438.51,1212.76,0.0,0.0,0.5546,0.467566,0.0,Mn,Yes,Mn,clean,N,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
ATEYED_clean,7.47545,6.2198,7.47545,0.467817,3303.45,7061.42,0.0,0.0,0.7762,1.6592,0.0,Co,Yes,Co,clean,Y,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
FOQNUW02_clean,6.26085,4.86283,6.24492,1.35147,1329.33,983.622,0.0525445,0.0388796,0.5542,0.410073,0.0,Cu,Yes,Cu,clean,Y,Y,Y,DISORDER,N,,,,,,,,CoRE-MOF-2019-ASR
MAXHUP_clean,5.13022,4.79202,5.13022,2.58707,825.121,318.94,0.0,0.0,0.427,0.165051,0.0,Ag,Yes,Ag,clean,Y,Y,Y,DISORDER,N,,,,,,,,CoRE-MOF-2019-ASR
SOZSIL_clean,8.7376,3.97317,8.68094,0.99936,1793.88,1795.03,0.0,0.0,0.631,0.631404,0.0,Tb,Yes,Tb,clean,N,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
QOTWON_clean,4.80342,2.47987,4.79488,1.41344,0.0,0.0,758.663,536.75,0.4862,0.343984,0.0,Mn,No, ,clean,Y,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
VAGJET_clean,4.15802,3.46053,4.1496,2.48318,463.195,186.533,0.0,0.0,0.361,0.145378,0.0,Zn,Yes,Zn,clean,N,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
IKOQII_clean,4.83665,3.16343,4.83665,1.17628,0.0,0.0,470.334,399.848,0.5636,0.479137,0.0,Ag,No, ,clean,Y,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
jacs.5b12516_ja5b12516_si_004_clean,8.49651,6.78307,8.47146,1.40015,1810.97,1293.41,0.0,0.0,0.6308,0.450522,0.0,Cu,Yes,Cu,clean,Y,N,Y,,Y,TAFTUS,Y,03/07/2015,10.1021/jacs.5b12516,"1 SI, 1 Structure",TAFTUS,,CoRE-MOF-2019-ASR
ja507269n_si_003_clean,27.20941,25.54914,27.20941,0.339031,1450.85,4279.41,0.0,0.0,0.869,2.56319,0.0,"Fe,Co",Yes,"Fe,Co",clean,Y,N,Y,,N,,Y,17/11/2017,10.1021/ja507269n,"1 SI, 1 Structure",MERLED,,CoRE-MOF-2019-ASR
OCAQOY_clean,4.53686,3.80641,4.53372,1.60935,541.33,336.366,0.0,0.0,0.3906,0.242707,0.0,"Ni,V",Yes,"Ni,V",clean,Y,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
IVOGUX_clean,5.27459,4.52668,5.27459,1.48634,1223.66,823.275,0.0,0.0,0.5418,0.36452,0.0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
PEFRUP01_clean,6.70842,5.60789,6.69161,1.32053,1380.71,1045.57,0.0,0.0,0.5546,0.419982,0.0,Gd,Yes,Gd,clean,Y,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
QUNMUI_clean,6.44373,4.70368,6.44373,1.54037,1273.49,826.743,0.471228,0.30592,0.5596,0.36329,0.0,Cd,No, ,clean,Y,Y,Y,DISORDER,N,,,,,,,,CoRE-MOF-2019-ASR
WIKXAQ_clean,7.61954,3.92787,7.61954,0.877202,2692.33,3069.22,0.0,0.0,0.7338,0.836523,0.0,Cu,No, ,clean,N,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
ja5b02777_si_004_clean,3.88001,2.63849,3.88001,1.4294,0.0,0.0,281.03,196.606,0.5078,0.355253,0.0,"Zr,Li",Yes,Li,clean,Y,N,Y,,Y,YUJWAD,Y,25/06/2015,10.1021/jacs.5b02777,"1 SI, 1 Structure",YUJWAD,,CoRE-MOF-2019-ASR
PUQDOW_clean,5.15222,4.10448,5.15222,1.41779,682.397,481.312,0.0,0.0,0.4322,0.304841,0.0,Ag,No, ,clean,Y,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
ADODUU_clean,5.93338,5.29096,5.57799,1.31573,1050.53,798.439,0.0,0.0,0.521,0.395977,0.0,Tb,No, ,clean,Y,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
FALZAU_clean,4.31067,3.32473,4.31067,2.34278,762.014,325.261,0.0,0.0,0.4444,0.189689,0.0,Ga,Yes,Ga,clean,Y,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
VEGMOK02_charged,6.86758,5.14075,6.81406,1.11182,1275.45,1147.17,0.0,0.0,0.5514,0.495942,0.0,Zn,Yes,Zn,charged,N,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
EKIDEH_clean,5.83216,5.4959,5.8074,2.41757,833.936,344.948,0.748002,0.309402,0.4456,0.184317,0.0,"Rb,Ga",Yes,Rb,clean,Y,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
AGABIU_clean,12.57098,10.82742,12.57098,0.647122,1792.07,2769.29,2.83534,4.38145,0.7402,1.14383,0.0,"Ni,Li",Yes,Li,clean,Y,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
FAPXOM_clean,7.22558,7.07954,7.22145,1.12985,1598.05,1414.39,0.0,0.0,0.5978,0.529098,0.0,V,No, ,clean,Y,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
RIWNAO_clean,9.73357,7.77994,9.73357,1.04203,1469.46,1410.19,0.0,0.0,0.5926,0.568698,0.0,"Cd,Na",Yes,Na,clean,Y,Y,Y,DISORDER,N,,,,,,,,CoRE-MOF-2019-ASR
ASOSUY_clean,9.00116,4.32918,8.7971,0.897328,2289.34,2551.28,0.0,0.0,0.6734,0.75045,0.0,"Cu,Si",Yes,Cu,clean,Y,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
CAKXOD_clean,4.11875,2.79775,4.11072,2.00641,0.0,0.0,229.103,114.185,0.4716,0.235046,0.0,Gd,Yes,Gd,clean,N,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
SAJLAT_clean,5.84245,2.73423,5.84245,1.56224,0.0,0.0,1052.89,673.966,0.549,0.351419,0.0,Nd,No, ,clean,N,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
ASIVAB_clean,12.32132,7.27063,11.94622,0.538243,2328.12,4325.4,0.0,0.0,0.795,1.47703,0.0,Cu,Yes,Cu,clean,Y,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
GOYYAW_clean,3.94364,3.0863,3.93984,2.31343,0.0,0.0,142.46,61.5795,0.3504,0.151463,0.0,"Ho,Ag",Yes,Ag,clean,Y,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
HUSQES_clean,3.88653,3.23031,3.88589,1.4047,0.0,0.0,565.177,402.347,0.5278,0.375738,0.0,Mo,Yes,Mo,clean,Y,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
JUSHIQ_clean,5.24488,2.56323,5.22808,1.28702,0.0,0.0,957.721,744.137,0.5274,0.409783,0.0,Ni,Yes,Ni,clean,N,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
LEWTUD01_clean,4.80914,2.51443,4.80914,1.78485,0.0,0.0,480.389,269.148,0.4072,0.228142,0.0,Co,No, ,clean,Y,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
OKIWEL01_charged,5.19278,4.23494,5.18611,1.31978,771.986,584.935,0.0,0.0,0.4382,0.332025,0.0,Cd,No, ,charged,Y,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
MAYYAN_clean,4.73791,2.96698,4.59269,1.77725,0.0,0.0,586.024,329.736,0.5108,0.28741,0.0,Pr,No, ,clean,Y,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
TADWEC_manual,12.9835,12.22348,12.9835,0.782876,1609.55,2055.94,0.0,0.0,0.6462,0.825418,0.0,Zn,Yes,Zn,manual,Y,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
UMODEH_clean,10.95537,5.36113,10.95537,0.533113,2747.45,5153.6,0.0,0.0,0.7742,1.45222,0.0,Cu,Yes,Cu,clean,N,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
VUDQOB_clean,6.32363,4.82237,6.31689,1.49229,1377.55,923.11,0.0,0.0,0.5686,0.381025,0.0,Yb,Yes,Yb,clean,N,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
WANBOE_clean,8.09931,5.5083,8.077,3.37544,1357.32,402.116,0.0,0.0,0.5218,0.154587,0.0,"W,Na,Pr",Yes,"Pr,Na,W",clean,N,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
AQMAND_clean,3.37168,2.85465,3.37168,2.05911,0.0,0.0,2.13512,1.03691,0.4536,0.220289,0.0,Nd,Yes,Nd,clean,N,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
OMUMIU_clean,6.8237,5.05077,6.8237,1.16475,1401.88,1203.6,0.0,0.0,0.5646,0.484741,0.0,Dy,Yes,Dy,clean,Y,Y,Y,DISORDER,N,,,,,,,,CoRE-MOF-2019-ASR
IFEPUG04_clean,6.86283,5.99318,6.86283,1.62602,537.112,330.322,0.0,0.0,0.3814,0.23456,0.0,Zn,No, ,clean,Y,Y,Y,DISORDER,N,,,,,,,,CoRE-MOF-2019-ASR
FIQZAH_clean,4.65627,3.68934,4.65627,1.93416,700.399,362.121,0.0,0.0,0.45,0.23266,0.0,Zn,No, ,clean,Y,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
WIHVEP_clean,4.98664,4.03769,4.97035,1.60991,948.127,588.931,0.0,0.0,0.473,0.293805,0.0,Mn,No, ,clean,Y,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
NOSHIO_clean,5.46118,3.24444,5.46118,1.79774,0.0,0.0,1325.4,737.259,0.5886,0.327411,0.0,U,Yes,U,clean,Y,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
BETFIR_clean,4.51714,3.24158,3.88245,1.34051,0.0,0.0,704.866,525.82,0.5298,0.395223,0.0,Ce,Yes,Ce,clean,Y,Y,Y,DISORDER,N,,,,,,,,CoRE-MOF-2019-ASR
NOHHID_clean,3.94586,2.86576,3.94586,1.69888,0.0,0.0,60.508,35.6164,0.3866,0.227562,0.0,Cu,Yes,Cu,clean,Y,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
CIMTAV_charged,7.40007,4.39946,7.37157,1.11198,992.78,892.807,0.0,0.0,0.4902,0.440837,0.0,La,No, ,charged,Y,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
HAPHUD_clean,8.47502,6.8337,8.46296,0.827108,1882.02,2275.42,0.0,0.0,0.6618,0.800137,0.0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
TACWUS_clean,6.83932,5.17767,6.83932,0.667047,2492.87,3737.18,0.0,0.0,0.6944,1.04101,0.0,Mn,Yes,Mn,clean,N,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
XEGJIE02_clean,6.83643,4.32814,6.8224,1.14242,1819.25,1592.45,0.0,0.0,0.6186,0.541481,0.0,Gd,Yes,Gd,clean,N,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
LAGWEX_clean_h,6.67772,5.77243,6.67772,1.37946,1565.15,1134.61,0.0,0.0,0.5916,0.428865,0.0,Cd,Yes,Cd,clean_h,N,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
SOZSAD_clean,8.8027,3.99777,8.80075,0.979603,1802.77,1840.31,0.0,0.0,0.6322,0.645363,0.0,Eu,Yes,Eu,clean,N,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
RUCGOM_clean,4.40498,3.818,4.39366,2.16054,906.666,419.648,0.0,0.0,0.5218,0.241514,0.0,"Au,Pt,Zn",Yes,"Au,Pt",clean,Y,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
OWIHEJ_clean,7.35052,7.17386,7.35052,1.33314,1629.69,1222.45,0.0,0.0,0.6108,0.458167,0.0,In,No, ,clean,Y,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
INIDAL_clean,4.50397,3.74534,4.50292,2.3554,849.004,360.45,0.0,0.0,0.4596,0.195126,0.0,Ga,No, ,clean,N,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
jp102463p_si_002_clean,7.50467,7.0978,7.502,1.02131,1655.17,1620.62,0.0,0.0,0.6276,0.614502,0.0,Cr,No, ,clean,Y,N,Y,,Y,MINVUA02,Y,28/09/2015,10.1021/jp102463p,"1 SI, 1 Structure",MINVUA02,,CoRE-MOF-2019-ASR
DOJXOQ_clean,4.85133,2.87156,4.8303,1.65314,0.0,0.0,390.873,236.443,0.4226,0.255634,0.0,Pr,No, ,clean,N,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
IKUBUL_clean,5.00176,4.50394,4.98274,1.67146,1332.86,797.421,0.0,0.0,0.5778,0.345685,0.0,Zn,No, ,clean,Y,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
BONWIL_clean,3.70731,2.93141,3.70731,1.7315,0.0,0.0,114.744,66.2687,0.3752,0.216691,0.0,Zn,No, ,clean,Y,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
ZEJCUO_clean,3.4618,2.60004,3.26788,2.14228,0.0,0.0,3.40248,1.58825,0.3654,0.170566,0.0,Mn,Yes,Mn,clean,N,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
PEJRED_clean,4.11493,2.97482,3.99412,1.36173,0.0,0.0,184.048,135.157,0.4058,0.298003,0.0,Co,Yes,Co,clean,N,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
BUXZAX_clean,33.37685,31.81617,33.36969,0.55548,1448.92,2608.41,0.0,0.0,0.8332,1.49996,0.000360049,"Fe,Hf",Yes,"Fe,Hf",clean,Y,Y,Y,,N,,,,,,,,CoRE-MOF-2019-ASR
