name,num_nodes,num_edges,graph_density,status
hMOF-14360,165,368,0.0136,ok
hMOF-14361,84,188,0.027,ok
hMOF-14362,168,376,0.0134,ok
hMOF-14363,252,564,0.0089,ok
hMOF-14364,93,210,0.0245,ok
hMOF-14365,186,420,0.0122,ok
hMOF-14366,279,630,0.0081,ok
hMOF-14367,94,212,0.0243,ok
hMOF-14368,188,424,0.0121,ok
hMOF-14369,282,636,0.008,ok
hMOF-1437,195,438,0.0116,ok
hMOF-14370,94,212,0.0243,ok
hMOF-14371,188,424,0.0121,ok
hMOF-14372,282,636,0.008,ok
hMOF-14373,72,158,0.0309,ok
hMOF-14374,144,316,0.0153,ok
hMOF-14375,216,474,0.0102,ok
hMOF-14376,288,632,0.0076,ok
hMOF-14377,81,182,0.0281,ok
hMOF-14378,162,364,0.014,ok
hMOF-14379,81,182,0.0281,ok
hMOF-1438,260,584,0.0087,ok
hMOF-14380,162,364,0.014,ok
hMOF-14381,243,550,0.0094,ok
hMOF-14382,99,222,0.0229,ok
hMOF-14383,198,444,0.0114,ok
hMOF-14384,83,186,0.0273,ok
hMOF-14385,166,372,0.0136,ok
hMOF-14386,249,562,0.0091,ok
hMOF-14387,84,188,0.027,ok
hMOF-14388,168,376,0.0134,ok
hMOF-14389,252,564,0.0089,ok
hMOF-1439,77,170,0.029,ok
hMOF-14390,111,244,0.02,ok
hMOF-14391,222,488,0.0099,ok
hMOF-14392,107,236,0.0208,ok
hMOF-14393,214,472,0.0104,ok
hMOF-14394,87,198,0.0265,ok
hMOF-14395,174,396,0.0132,ok
hMOF-14396,261,594,0.0088,ok
hMOF-14397,169,382,0.0135,ok
hMOF-14398,162,348,0.0133,ok
hMOF-14399,145,318,0.0152,ok
hMOF-144,63,140,0.0358,ok
hMOF-1440,154,340,0.0144,ok
hMOF-14400,148,332,0.0153,ok
hMOF-14401,131,282,0.0166,ok
hMOF-14402,262,564,0.0082,ok
hMOF-14403,195,414,0.0109,ok
hMOF-14404,91,202,0.0247,ok
hMOF-14405,182,404,0.0123,ok
hMOF-14406,273,606,0.0082,ok
hMOF-14407,364,808,0.0061,ok
hMOF-14408,91,202,0.0247,ok
hMOF-14409,182,404,0.0123,ok
hMOF-1441,231,510,0.0096,ok
hMOF-14410,273,606,0.0082,ok
hMOF-14411,364,808,0.0061,ok
hMOF-14412,93,210,0.0245,ok
hMOF-14413,186,420,0.0122,ok
hMOF-14414,279,630,0.0081,ok
hMOF-14415,91,202,0.0247,ok
hMOF-14416,182,404,0.0123,ok
hMOF-14417,273,606,0.0082,ok
hMOF-14418,364,808,0.0061,ok
hMOF-14419,91,202,0.0247,ok
hMOF-1442,77,170,0.029,ok
hMOF-14420,182,404,0.0123,ok
hMOF-14421,273,606,0.0082,ok
hMOF-14422,91,202,0.0247,ok
hMOF-14423,182,404,0.0123,ok
hMOF-14424,273,606,0.0082,ok
hMOF-14425,91,206,0.0252,ok
hMOF-14426,182,412,0.0125,ok
hMOF-14427,273,618,0.0083,ok
hMOF-14428,91,202,0.0247,ok
hMOF-14429,182,404,0.0123,ok
hMOF-1443,154,340,0.0144,ok
hMOF-14430,273,606,0.0082,ok
hMOF-14431,91,208,0.0254,ok
hMOF-14432,182,416,0.0126,ok
hMOF-14433,273,624,0.0084,ok
hMOF-14434,91,206,0.0252,ok
hMOF-14435,182,412,0.0125,ok
hMOF-14436,273,618,0.0083,ok
hMOF-14437,91,204,0.0249,ok
hMOF-14438,182,408,0.0124,ok
hMOF-14439,273,616,0.0083,ok
hMOF-1444,231,510,0.0096,ok
hMOF-14440,91,204,0.0249,ok
hMOF-14441,182,408,0.0124,ok
hMOF-14442,273,612,0.0082,ok
hMOF-14443,91,202,0.0247,ok
hMOF-14444,182,404,0.0123,ok
hMOF-14445,273,606,0.0082,ok
hMOF-14446,91,204,0.0249,ok
hMOF-14447,182,408,0.0124,ok
hMOF-14448,273,612,0.0082,ok
hMOF-14449,91,204,0.0249,ok
hMOF-1445,77,170,0.029,ok
hMOF-14450,182,408,0.0124,ok
hMOF-14451,273,612,0.0082,ok
hMOF-14452,93,218,0.0255,ok
hMOF-14453,186,436,0.0127,ok
hMOF-14454,279,666,0.0086,ok
hMOF-14455,127,274,0.0171,ok
hMOF-14456,254,548,0.0085,ok
hMOF-14457,136,292,0.0159,ok
hMOF-14458,272,584,0.0079,ok
hMOF-14459,121,262,0.018,ok
hMOF-1446,154,340,0.0144,ok
hMOF-14460,242,524,0.009,ok
hMOF-14461,124,268,0.0176,ok
hMOF-14462,248,536,0.0088,ok
hMOF-14463,372,804,0.0058,ok
hMOF-14464,118,256,0.0185,ok
hMOF-14465,236,512,0.0092,ok
hMOF-14466,354,768,0.0061,ok
hMOF-14467,151,322,0.0142,ok
hMOF-14468,302,644,0.0071,ok
hMOF-14469,189,408,0.0115,ok
hMOF-1447,231,510,0.0096,ok
hMOF-14470,378,816,0.0057,ok
hMOF-14471,163,346,0.0131,ok
hMOF-14472,326,692,0.0065,ok
hMOF-14473,169,364,0.0128,ok
hMOF-14474,338,728,0.0064,ok
hMOF-14475,163,346,0.0131,ok
hMOF-14476,326,692,0.0065,ok
hMOF-14477,201,426,0.0106,ok
hMOF-14478,208,438,0.0102,ok
hMOF-14479,181,382,0.0117,ok
hMOF-1448,77,170,0.029,ok
hMOF-14480,362,764,0.0058,ok
hMOF-14481,190,402,0.0112,ok
hMOF-14482,181,382,0.0117,ok
hMOF-14483,362,764,0.0058,ok
hMOF-14484,117,254,0.0187,ok
hMOF-14485,234,508,0.0093,ok
hMOF-14486,111,242,0.0198,ok
hMOF-14487,222,484,0.0099,ok
hMOF-14488,333,726,0.0066,ok
hMOF-14489,125,274,0.0177,ok
hMOF-1449,154,340,0.0144,ok
hMOF-14490,250,548,0.0088,ok
hMOF-14491,121,262,0.018,ok
hMOF-14492,242,524,0.009,ok
hMOF-14493,123,266,0.0177,ok
hMOF-14494,246,532,0.0088,ok
hMOF-14495,369,798,0.0059,ok
hMOF-14496,191,422,0.0116,ok
hMOF-14497,102,224,0.0217,ok
hMOF-14498,204,448,0.0108,ok
hMOF-14499,306,672,0.0072,ok
hMOF-145,126,280,0.0178,ok
hMOF-1450,231,510,0.0096,ok
hMOF-14500,105,230,0.0211,ok
hMOF-14501,210,460,0.0105,ok
hMOF-14502,315,690,0.007,ok
hMOF-14503,103,226,0.0215,ok
hMOF-14504,206,452,0.0107,ok
hMOF-14505,309,678,0.0071,ok
hMOF-14506,102,224,0.0217,ok
hMOF-14507,204,448,0.0108,ok
hMOF-14508,306,672,0.0072,ok
hMOF-14509,107,238,0.021,ok
hMOF-1451,71,158,0.0318,ok
hMOF-14510,214,476,0.0104,ok
hMOF-14511,103,226,0.0215,ok
hMOF-14512,206,452,0.0107,ok
hMOF-14513,107,238,0.021,ok
hMOF-14514,214,476,0.0104,ok
hMOF-14515,100,220,0.0222,ok
hMOF-14516,200,440,0.0111,ok
hMOF-14517,103,226,0.0215,ok
hMOF-14518,206,452,0.0107,ok
hMOF-14519,309,678,0.0071,ok
hMOF-1452,142,316,0.0158,ok
hMOF-14520,98,216,0.0227,ok
hMOF-14521,196,432,0.0113,ok
hMOF-14522,149,322,0.0146,ok
hMOF-14523,298,644,0.0073,ok
hMOF-14524,131,282,0.0166,ok
hMOF-14525,262,564,0.0082,ok
hMOF-14526,125,274,0.0177,ok
hMOF-14527,250,548,0.0088,ok
hMOF-14528,115,252,0.0192,ok
hMOF-14529,230,504,0.0096,ok
hMOF-1453,213,474,0.0105,ok
hMOF-14530,345,756,0.0064,ok
hMOF-14531,182,384,0.0117,ok
hMOF-14532,364,768,0.0058,ok
hMOF-14533,189,410,0.0115,ok
hMOF-14534,378,820,0.0058,ok
hMOF-14535,168,356,0.0127,ok
hMOF-14536,336,712,0.0063,ok
hMOF-14537,179,392,0.0123,ok
hMOF-14538,175,370,0.0122,ok
hMOF-14539,163,350,0.0133,ok
hMOF-1454,284,632,0.0079,ok
hMOF-14540,201,422,0.0105,ok
hMOF-14541,231,484,0.0091,ok
hMOF-14542,91,202,0.0247,ok
hMOF-14543,182,404,0.0123,ok
hMOF-14544,273,606,0.0082,ok
hMOF-14545,91,202,0.0247,ok
hMOF-14546,182,404,0.0123,ok
hMOF-14547,273,606,0.0082,ok
hMOF-14548,91,202,0.0247,ok
hMOF-14549,182,404,0.0123,ok
hMOF-1455,71,162,0.0326,ok
hMOF-14550,273,606,0.0082,ok
hMOF-14551,91,202,0.0247,ok
hMOF-14552,182,404,0.0123,ok
hMOF-14553,273,606,0.0082,ok
hMOF-14554,93,210,0.0245,ok
hMOF-14555,186,420,0.0122,ok
hMOF-14556,279,630,0.0081,ok
hMOF-14557,91,202,0.0247,ok
hMOF-14558,182,404,0.0123,ok
hMOF-14559,273,606,0.0082,ok
hMOF-1456,142,324,0.0162,ok
hMOF-14560,91,210,0.0256,ok
hMOF-14561,182,420,0.0127,ok
hMOF-14562,273,634,0.0085,ok
hMOF-14563,91,202,0.0247,ok
hMOF-14564,182,404,0.0123,ok
hMOF-14565,273,606,0.0082,ok
hMOF-14566,93,218,0.0255,ok
hMOF-14567,186,436,0.0127,ok
hMOF-14568,279,670,0.0086,ok
hMOF-14569,91,204,0.0249,ok
hMOF-1457,213,486,0.0108,ok
hMOF-14570,182,408,0.0124,ok
hMOF-14571,273,612,0.0082,ok
hMOF-14572,91,202,0.0247,ok
hMOF-14573,182,404,0.0123,ok
hMOF-14574,273,610,0.0082,ok
hMOF-14575,91,202,0.0247,ok
hMOF-14576,182,404,0.0123,ok
hMOF-14577,273,610,0.0082,ok
hMOF-14578,91,204,0.0249,ok
hMOF-14579,182,408,0.0124,ok
hMOF-1458,284,660,0.0082,ok
hMOF-14580,273,620,0.0083,ok
hMOF-14581,91,202,0.0247,ok
hMOF-14582,182,404,0.0123,ok
hMOF-14583,273,606,0.0082,ok
hMOF-14584,93,212,0.0248,ok
hMOF-14585,186,424,0.0123,ok
hMOF-14586,279,644,0.0083,ok
hMOF-14587,91,206,0.0252,ok
hMOF-14588,182,412,0.0125,ok
hMOF-14589,273,622,0.0084,ok
hMOF-1459,77,176,0.0301,ok
hMOF-14590,123,270,0.018,ok
hMOF-14591,246,540,0.009,ok
hMOF-14592,121,262,0.018,ok
hMOF-14593,242,524,0.009,ok
hMOF-14594,121,262,0.018,ok
hMOF-14595,242,524,0.009,ok
hMOF-14596,130,280,0.0167,ok
hMOF-14597,260,560,0.0083,ok
hMOF-14598,142,304,0.0152,ok
hMOF-14599,284,608,0.0076,ok
hMOF-146,189,444,0.0125,ok
hMOF-1460,154,352,0.0149,ok
hMOF-14600,145,316,0.0151,ok
hMOF-14601,290,632,0.0075,ok
hMOF-14602,163,346,0.0131,ok
hMOF-14603,326,692,0.0065,ok
hMOF-14604,145,310,0.0148,ok
hMOF-14605,290,620,0.0074,ok
hMOF-14606,169,358,0.0126,ok
hMOF-14607,338,716,0.0063,ok
hMOF-14608,157,334,0.0136,ok
hMOF-14609,314,668,0.0068,ok
hMOF-1461,231,528,0.0099,ok
hMOF-14610,174,372,0.0124,ok
hMOF-14611,348,744,0.0062,ok
hMOF-14612,199,418,0.0106,ok
hMOF-14613,154,328,0.0139,ok
hMOF-14614,308,656,0.0069,ok
hMOF-14615,181,388,0.0119,ok
hMOF-14616,117,254,0.0187,ok
hMOF-14617,234,508,0.0093,ok
hMOF-14618,351,762,0.0062,ok
hMOF-14619,125,274,0.0177,ok
hMOF-1462,77,178,0.0304,ok
hMOF-14620,250,548,0.0088,ok
hMOF-14621,111,242,0.0198,ok
hMOF-14622,222,484,0.0099,ok
hMOF-14623,117,254,0.0187,ok
hMOF-14624,234,508,0.0093,ok
hMOF-14625,119,258,0.0184,ok
hMOF-14626,238,516,0.0091,ok
hMOF-14627,201,444,0.011,ok
hMOF-14628,105,234,0.0214,ok
hMOF-14629,210,468,0.0107,ok
hMOF-1463,154,356,0.0151,ok
hMOF-14630,106,232,0.0208,ok
hMOF-14631,212,464,0.0104,ok
hMOF-14632,318,696,0.0069,ok
hMOF-14633,105,230,0.0211,ok
hMOF-14634,210,460,0.0105,ok
hMOF-14635,315,690,0.007,ok
hMOF-14636,100,220,0.0222,ok
hMOF-14637,200,440,0.0111,ok
hMOF-14638,104,228,0.0213,ok
hMOF-14639,208,456,0.0106,ok
hMOF-1464,231,534,0.0101,ok
hMOF-14640,312,684,0.007,ok
hMOF-14641,101,222,0.022,ok
hMOF-14642,202,444,0.0109,ok
hMOF-14643,98,216,0.0227,ok
hMOF-14644,196,432,0.0113,ok
hMOF-14645,294,648,0.0075,ok
hMOF-14646,108,236,0.0204,ok
hMOF-14647,216,472,0.0102,ok
hMOF-14648,105,230,0.0211,ok
hMOF-14649,210,460,0.0105,ok
hMOF-1465,77,174,0.0297,ok
hMOF-14650,104,228,0.0213,ok
hMOF-14651,208,456,0.0106,ok
hMOF-14652,131,282,0.0166,ok
hMOF-14653,262,564,0.0082,ok
hMOF-14654,175,378,0.0124,ok
hMOF-14655,175,370,0.0122,ok
hMOF-14656,168,370,0.0132,ok
hMOF-14657,336,740,0.0066,ok
hMOF-14658,149,322,0.0146,ok
hMOF-14659,298,644,0.0073,ok
hMOF-1466,154,348,0.0148,ok
hMOF-14660,171,368,0.0127,ok
hMOF-14661,201,424,0.0105,ok
hMOF-14662,181,384,0.0118,ok
hMOF-14663,107,238,0.021,ok
hMOF-14664,107,238,0.021,ok
hMOF-14665,107,238,0.021,ok
hMOF-14666,107,238,0.021,ok
hMOF-14667,107,238,0.021,ok
hMOF-14668,107,238,0.021,ok
hMOF-14669,107,250,0.022,ok
hMOF-1467,231,522,0.0098,ok
hMOF-14670,107,244,0.0215,ok
hMOF-14671,107,254,0.0224,ok
hMOF-14672,107,248,0.0219,ok
hMOF-14673,125,278,0.0179,ok
hMOF-14674,250,556,0.0089,ok
hMOF-14675,375,834,0.0059,ok
hMOF-14676,137,310,0.0166,ok
hMOF-14677,127,278,0.0174,ok
hMOF-14678,131,286,0.0168,ok
hMOF-14679,128,282,0.0173,ok
hMOF-1468,83,190,0.0279,ok
hMOF-14680,123,280,0.0187,ok
hMOF-14681,125,274,0.0177,ok
hMOF-14682,122,272,0.0184,ok
hMOF-14683,118,272,0.0197,ok
hMOF-14684,112,252,0.0203,ok
hMOF-14685,122,272,0.0184,ok
hMOF-14686,175,382,0.0125,ok
hMOF-14687,237,500,0.0089,ok
hMOF-14688,187,398,0.0114,ok
hMOF-14689,55,122,0.0411,ok
hMOF-1469,166,380,0.0139,ok
hMOF-14690,110,244,0.0204,ok
hMOF-14691,55,122,0.0411,ok
hMOF-14692,110,244,0.0204,ok
hMOF-14693,75,170,0.0306,ok
hMOF-14694,55,122,0.0411,ok
hMOF-14695,110,244,0.0204,ok
hMOF-14696,55,122,0.0411,ok
hMOF-14697,110,244,0.0204,ok
hMOF-14698,55,122,0.0411,ok
hMOF-14699,110,244,0.0204,ok
hMOF-147,73,164,0.0312,ok
hMOF-1470,249,570,0.0092,ok
hMOF-14700,55,128,0.0431,ok
hMOF-14701,110,260,0.0217,ok
hMOF-14702,55,122,0.0411,ok
hMOF-14703,110,244,0.0204,ok
hMOF-14704,75,176,0.0317,ok
hMOF-14705,55,126,0.0424,ok
hMOF-14706,55,124,0.0418,ok
hMOF-14707,110,248,0.0207,ok
hMOF-14708,55,126,0.0424,ok
hMOF-14709,55,122,0.0411,ok
hMOF-1471,332,772,0.007,ok
hMOF-14710,110,250,0.0209,ok
hMOF-14711,55,122,0.0411,ok
hMOF-14712,110,244,0.0204,ok
hMOF-14713,55,122,0.0411,ok
hMOF-14714,75,172,0.031,ok
hMOF-14715,70,152,0.0315,ok
hMOF-14716,44,92,0.0486,ok
hMOF-14717,88,184,0.024,ok
hMOF-14718,76,164,0.0288,ok
hMOF-14719,64,140,0.0347,ok
hMOF-1472,77,174,0.0297,ok
hMOF-14720,128,280,0.0172,ok
hMOF-14721,61,134,0.0366,ok
hMOF-14722,122,268,0.0182,ok
hMOF-14723,111,248,0.0203,ok
hMOF-14724,91,194,0.0237,ok
hMOF-14725,91,194,0.0237,ok
hMOF-14726,79,170,0.0276,ok
hMOF-14727,147,314,0.0146,ok
hMOF-14728,147,314,0.0146,ok
hMOF-14729,109,230,0.0195,ok
hMOF-1473,154,348,0.0148,ok
hMOF-14730,100,212,0.0214,ok
hMOF-14731,100,212,0.0214,ok
hMOF-14732,109,230,0.0195,ok
hMOF-14733,65,142,0.0341,ok
hMOF-14734,63,138,0.0353,ok
hMOF-14735,126,276,0.0175,ok
hMOF-14736,71,154,0.031,ok
hMOF-14737,63,138,0.0353,ok
hMOF-14738,63,138,0.0353,ok
hMOF-14739,126,276,0.0175,ok
hMOF-1474,231,522,0.0098,ok
hMOF-14740,125,278,0.0179,ok
hMOF-14741,125,276,0.0178,ok
hMOF-14742,61,134,0.0366,ok
hMOF-14743,59,130,0.038,ok
hMOF-14744,118,260,0.0188,ok
hMOF-14745,59,130,0.038,ok
hMOF-14746,118,260,0.0188,ok
hMOF-14747,80,180,0.0285,ok
hMOF-14748,60,132,0.0373,ok
hMOF-14749,120,264,0.0185,ok
hMOF-1475,77,174,0.0297,ok
hMOF-14750,57,126,0.0395,ok
hMOF-14751,114,252,0.0196,ok
hMOF-14752,61,134,0.0366,ok
hMOF-14753,61,134,0.0366,ok
hMOF-14754,122,276,0.0187,ok
hMOF-14755,62,136,0.036,ok
hMOF-14756,124,272,0.0178,ok
hMOF-14757,58,128,0.0387,ok
hMOF-14758,75,164,0.0295,ok
hMOF-14759,75,162,0.0292,ok
hMOF-1476,154,348,0.0148,ok
hMOF-14760,83,178,0.0262,ok
hMOF-14761,90,192,0.024,ok
hMOF-14762,131,290,0.017,ok
hMOF-14763,118,268,0.0194,ok
hMOF-14764,76,172,0.0302,ok
hMOF-14765,90,192,0.024,ok
hMOF-14766,105,224,0.0205,ok
hMOF-14767,105,224,0.0205,ok
hMOF-14768,75,162,0.0292,ok
hMOF-14769,63,138,0.0353,ok
hMOF-1477,231,522,0.0098,ok
hMOF-14770,126,276,0.0175,ok
hMOF-14771,63,138,0.0353,ok
hMOF-14772,126,276,0.0175,ok
hMOF-14773,63,138,0.0353,ok
hMOF-14774,126,276,0.0175,ok
hMOF-14775,63,138,0.0353,ok
hMOF-14776,126,276,0.0175,ok
hMOF-14777,63,138,0.0353,ok
hMOF-14778,126,276,0.0175,ok
hMOF-14779,63,138,0.0353,ok
hMOF-1478,77,174,0.0297,ok
hMOF-14780,126,276,0.0175,ok
hMOF-14781,63,140,0.0358,ok
hMOF-14782,126,280,0.0178,ok
hMOF-14783,63,142,0.0364,ok
hMOF-14784,126,284,0.018,ok
hMOF-14785,63,144,0.0369,ok
hMOF-14786,126,288,0.0183,ok
hMOF-14787,63,142,0.0364,ok
hMOF-14788,126,284,0.018,ok
hMOF-14789,189,426,0.012,ok
hMOF-1479,154,348,0.0148,ok
hMOF-14790,63,146,0.0374,ok
hMOF-14791,126,294,0.0187,ok
hMOF-14792,63,142,0.0364,ok
hMOF-14793,126,284,0.018,ok
hMOF-14794,79,186,0.0302,ok
hMOF-14795,158,372,0.015,ok
hMOF-14796,63,144,0.0369,ok
hMOF-14797,126,288,0.0183,ok
hMOF-14798,63,140,0.0358,ok
hMOF-14799,126,280,0.0178,ok
hMOF-148,146,328,0.0155,ok
hMOF-1480,231,530,0.01,ok
hMOF-14800,63,140,0.0358,ok
hMOF-14801,126,280,0.0178,ok
hMOF-14802,72,156,0.0305,ok
hMOF-14803,112,244,0.0196,ok
hMOF-14804,90,192,0.024,ok
hMOF-14805,105,222,0.0203,ok
hMOF-14806,105,222,0.0203,ok
hMOF-14807,111,234,0.0192,ok
hMOF-14808,99,210,0.0216,ok
hMOF-14809,198,420,0.0108,ok
hMOF-1481,77,176,0.0301,ok
hMOF-14810,126,264,0.0168,ok
hMOF-14811,160,340,0.0134,ok
hMOF-14812,99,210,0.0216,ok
hMOF-14813,79,170,0.0276,ok
hMOF-14814,158,340,0.0137,ok
hMOF-14815,81,174,0.0269,ok
hMOF-14816,75,162,0.0292,ok
hMOF-14817,150,324,0.0145,ok
hMOF-14818,103,226,0.0215,ok
hMOF-14819,133,292,0.0166,ok
hMOF-1482,154,352,0.0149,ok
hMOF-14820,133,296,0.0169,ok
hMOF-14821,153,336,0.0144,ok
hMOF-14822,86,192,0.0263,ok
hMOF-14823,172,384,0.0131,ok
hMOF-14824,71,154,0.031,ok
hMOF-14825,142,308,0.0154,ok
hMOF-14826,68,152,0.0334,ok
hMOF-14827,136,304,0.0166,ok
hMOF-14828,66,144,0.0336,ok
hMOF-14829,132,288,0.0167,ok
hMOF-1483,231,528,0.0099,ok
hMOF-14830,72,156,0.0305,ok
hMOF-14831,144,312,0.0152,ok
hMOF-14832,70,152,0.0315,ok
hMOF-14833,140,304,0.0156,ok
hMOF-14834,70,152,0.0315,ok
hMOF-14835,140,304,0.0156,ok
hMOF-14836,108,244,0.0211,ok
hMOF-14837,216,488,0.0105,ok
hMOF-14838,91,202,0.0247,ok
hMOF-14839,67,150,0.0339,ok
hMOF-1484,71,162,0.0326,ok
hMOF-14840,84,188,0.027,ok
hMOF-14841,112,242,0.0195,ok
hMOF-14842,105,222,0.0203,ok
hMOF-14843,124,262,0.0172,ok
hMOF-14844,149,330,0.015,ok
hMOF-14845,133,278,0.0158,ok
hMOF-14846,63,138,0.0353,ok
hMOF-14847,126,276,0.0175,ok
hMOF-14848,63,138,0.0353,ok
hMOF-14849,126,276,0.0175,ok
hMOF-1485,142,324,0.0162,ok
hMOF-14850,189,418,0.0118,ok
hMOF-14851,63,138,0.0353,ok
hMOF-14852,126,276,0.0175,ok
hMOF-14853,63,138,0.0353,ok
hMOF-14854,126,276,0.0175,ok
hMOF-14855,79,178,0.0289,ok
hMOF-14856,158,356,0.0144,ok
hMOF-14857,63,138,0.0353,ok
hMOF-14858,126,276,0.0175,ok
hMOF-14859,63,138,0.0353,ok
hMOF-1486,213,486,0.0108,ok
hMOF-14860,126,278,0.0177,ok
hMOF-14861,63,142,0.0364,ok
hMOF-14862,126,284,0.018,ok
hMOF-14863,63,142,0.0364,ok
hMOF-14864,126,284,0.018,ok
hMOF-14865,63,138,0.0353,ok
hMOF-14866,126,276,0.0175,ok
hMOF-14867,63,138,0.0353,ok
hMOF-14868,126,276,0.0175,ok
hMOF-14869,63,142,0.0364,ok
hMOF-1487,113,242,0.0191,ok
hMOF-14870,126,284,0.018,ok
hMOF-14871,63,142,0.0364,ok
hMOF-14872,126,284,0.018,ok
hMOF-14873,63,142,0.0364,ok
hMOF-14874,126,284,0.018,ok
hMOF-14875,63,142,0.0364,ok
hMOF-14876,126,284,0.018,ok
hMOF-14877,63,144,0.0369,ok
hMOF-14878,126,288,0.0183,ok
hMOF-14879,84,180,0.0258,ok
hMOF-1488,226,484,0.0095,ok
hMOF-14880,168,360,0.0128,ok
hMOF-14881,72,156,0.0305,ok
hMOF-14882,144,312,0.0152,ok
hMOF-14883,78,168,0.028,ok
hMOF-14884,156,336,0.0139,ok
hMOF-14885,75,162,0.0292,ok
hMOF-14886,150,324,0.0145,ok
hMOF-14887,90,192,0.024,ok
hMOF-14888,180,384,0.0119,ok
hMOF-14889,105,222,0.0203,ok
hMOF-1489,92,200,0.0239,ok
hMOF-14890,133,286,0.0163,ok
hMOF-14891,117,246,0.0181,ok
hMOF-14892,111,234,0.0192,ok
hMOF-14893,111,234,0.0192,ok
hMOF-14894,135,282,0.0156,ok
hMOF-14895,99,210,0.0216,ok
hMOF-14896,144,300,0.0146,ok
hMOF-14897,99,210,0.0216,ok
hMOF-14898,153,318,0.0137,ok
hMOF-14899,97,214,0.023,ok
hMOF-149,63,142,0.0364,ok
hMOF-1490,184,400,0.0119,ok
hMOF-14900,95,210,0.0235,ok
hMOF-14901,75,162,0.0292,ok
hMOF-14902,150,324,0.0145,ok
hMOF-14903,77,166,0.0284,ok
hMOF-14904,154,332,0.0141,ok
hMOF-14905,89,198,0.0253,ok
hMOF-14906,113,248,0.0196,ok
hMOF-14907,71,154,0.031,ok
hMOF-14908,142,308,0.0154,ok
hMOF-14909,73,158,0.0301,ok
hMOF-1491,276,600,0.0079,ok
hMOF-14910,146,316,0.0149,ok
hMOF-14911,74,160,0.0296,ok
hMOF-14912,148,322,0.0148,ok
hMOF-14913,72,156,0.0305,ok
hMOF-14914,144,312,0.0152,ok
hMOF-14915,70,152,0.0315,ok
hMOF-14916,140,304,0.0156,ok
hMOF-14917,68,148,0.0325,ok
hMOF-14918,136,298,0.0162,ok
hMOF-14919,70,152,0.0315,ok
hMOF-1492,92,200,0.0239,ok
hMOF-14920,140,304,0.0156,ok
hMOF-14921,70,152,0.0315,ok
hMOF-14922,140,304,0.0156,ok
hMOF-14923,72,156,0.0305,ok
hMOF-14924,144,312,0.0152,ok
hMOF-14925,71,154,0.031,ok
hMOF-14926,142,308,0.0154,ok
hMOF-14927,95,204,0.0228,ok
hMOF-14928,95,202,0.0226,ok
hMOF-14929,95,202,0.0226,ok
hMOF-1493,184,400,0.0119,ok
hMOF-14930,105,222,0.0203,ok
hMOF-14931,126,270,0.0171,ok
hMOF-14932,119,250,0.0178,ok
hMOF-14933,91,194,0.0237,ok
hMOF-14934,112,242,0.0195,ok
hMOF-14935,103,218,0.0208,ok
hMOF-14936,143,298,0.0147,ok
hMOF-14937,103,218,0.0208,ok
hMOF-14938,95,218,0.0244,ok
hMOF-14939,190,436,0.0121,ok
hMOF-1494,276,600,0.0079,ok
hMOF-14940,285,654,0.0081,ok
hMOF-14941,95,218,0.0244,ok
hMOF-14942,190,436,0.0121,ok
hMOF-14943,285,654,0.0081,ok
hMOF-14944,47,108,0.05,ok
hMOF-14945,95,222,0.0249,ok
hMOF-14946,190,444,0.0124,ok
hMOF-14947,95,220,0.0246,ok
hMOF-14948,190,440,0.0123,ok
hMOF-14949,95,224,0.0251,ok
hMOF-1495,125,266,0.0172,ok
hMOF-14950,190,448,0.0125,ok
hMOF-14951,95,228,0.0255,ok
hMOF-14952,190,456,0.0127,ok
hMOF-14953,94,224,0.0256,ok
hMOF-14954,131,290,0.017,ok
hMOF-14955,262,580,0.0085,ok
hMOF-14956,77,166,0.0284,ok
hMOF-14957,65,142,0.0341,ok
hMOF-14958,167,368,0.0133,ok
hMOF-14959,334,736,0.0066,ok
hMOF-1496,250,532,0.0085,ok
hMOF-14960,155,338,0.0142,ok
hMOF-14961,83,178,0.0262,ok
hMOF-14962,185,398,0.0117,ok
hMOF-14963,221,470,0.0097,ok
hMOF-14964,119,266,0.0189,ok
hMOF-14965,238,532,0.0094,ok
hMOF-14966,123,274,0.0183,ok
hMOF-14967,246,548,0.0091,ok
hMOF-14968,119,266,0.0189,ok
hMOF-14969,238,532,0.0094,ok
hMOF-1497,375,798,0.0057,ok
hMOF-14970,103,234,0.0223,ok
hMOF-14971,206,468,0.0111,ok
hMOF-14972,106,240,0.0216,ok
hMOF-14973,212,480,0.0107,ok
hMOF-14974,110,248,0.0207,ok
hMOF-14975,220,496,0.0103,ok
hMOF-14976,109,246,0.0209,ok
hMOF-14977,218,492,0.0104,ok
hMOF-14978,109,246,0.0209,ok
hMOF-14979,218,492,0.0104,ok
hMOF-1498,113,242,0.0191,ok
hMOF-14980,107,242,0.0213,ok
hMOF-14981,214,484,0.0106,ok
hMOF-14982,135,298,0.0165,ok
hMOF-14983,270,596,0.0082,ok
hMOF-14984,61,134,0.0366,ok
hMOF-14985,165,358,0.0132,ok
hMOF-14986,77,166,0.0284,ok
hMOF-14987,87,188,0.0251,ok
hMOF-14988,79,178,0.0289,ok
hMOF-14989,158,356,0.0144,ok
hMOF-1499,226,484,0.0095,ok
hMOF-14990,237,534,0.0095,ok
hMOF-14991,79,178,0.0289,ok
hMOF-14992,158,356,0.0144,ok
